,0
2023-11-21,1.7060204685040594
2023-11-22,1.6966518217563242
2023-11-24,1.6923689455717643
2023-11-28,1.7054003434036347
2023-11-29,1.698117871693475
2023-11-30,1.6910264820392578
2023-12-01,1.690297393994741
2023-12-04,1.6788636593304715
2023-12-05,1.6847237428561106
2023-12-06,1.6725465869140208
2023-12-07,1.686987430248452
2023-12-08,1.6958432509283419
2023-12-11,1.6828811374056287
2023-12-12,1.6797146117136124
2023-12-13,1.6961354499081251
2023-12-14,1.7129614067170544
2023-12-15,1.7141684914224302
2023-12-18,1.727080665830709
2023-12-19,1.7435741505478812
2023-12-20,1.7123352544514987
2023-12-21,1.7350843701425125
2023-12-22,1.737310224003352
2023-12-27,1.7534660688418215
2023-12-28,1.7445496400034444
2023-12-29,1.7393766949662188
2024-01-04,1.74020262503542
2024-01-05,1.743773565815532
2024-01-09,1.7572205489133166
2024-01-10,1.7608539703078043
2024-01-11,1.75289513618035
2024-01-12,1.7391814175924667
2024-01-16,1.7351777580467094
2024-01-17,1.7257298602946498
2024-01-18,1.7246348640106468
2024-01-19,1.7355747998325517
2024-01-23,1.7544956247992693
2024-01-24,1.7664065462633676
2024-01-25,1.7435142225733693
2024-01-29,1.7663779221514755
2024-01-30,1.777501310589868
2024-01-31,1.7522573872504599
2024-02-01,1.7595823819399852
2024-02-02,1.7704779638009995
2024-02-05,1.7664732581125049
2024-02-06,1.7776240781734824
2024-02-07,1.79312276067535
2024-02-08,1.7971852054225408
2024-02-20,1.8025474662896568
2024-02-21,1.8052292335393003
2024-02-22,1.8512626973327517
2024-02-26,1.8470567197329135
2024-02-27,1.8432964361015374
2024-02-28,1.8319623692501805
2024-02-29,1.8396583137218288
2024-03-01,1.8498827769254345
2024-03-04,1.8227139354089825
2024-03-05,1.8123994721091592
2024-03-06,1.8153576000352663
2024-03-07,1.8396584772812044
2024-03-11,1.8383363662253707
2024-03-12,1.8537511323099005
2024-03-13,1.8431877744173817
2024-03-14,1.8319784696805257
2024-03-15,1.8367979716831258
2024-03-18,1.8742529794549898
2024-03-19,1.8821298659908632
2024-03-21,1.896586762177577
2024-03-22,1.9067968806185203
2024-03-26,1.9214908555801151
2024-03-27,1.9289879417236957
2024-03-28,1.9235295902989649
2024-04-02,1.8957939849619767
2024-04-03,1.8973627104984085
2024-04-08,1.9160693710302352
2024-04-09,1.9236434396630409
2024-04-10,1.9125220044527436
2024-04-12,1.8946465875244511
2024-04-15,1.8564165870976628
2024-04-16,1.8554440304411386
2024-04-18,1.8340275688927359
2024-04-19,1.8012660689838726
2024-04-22,1.8046495428065104
2024-04-23,1.8253857971618437
2024-04-24,1.8541536651621278
2024-04-25,1.880301604539922
2024-04-26,1.9120976055523176
2024-04-30,1.9148030221799113
2024-05-07,1.936701946334962
2024-05-08,1.9329204967092908
2024-05-09,1.9348179145827147
2024-05-10,1.9322393441545507
2024-05-13,1.941613864918263
2024-05-14,1.9682667109595293
2024-05-15,1.977107560196431
2024-05-16,1.980751564952881
2024-05-17,1.990830926363592
2024-05-21,2.0283059378324486
2024-05-22,2.0019388012269106
2024-05-23,2.0073337000167255
2024-05-24,2.0362534198253583
2024-05-28,2.058980908445117
2024-05-29,2.0460286791013877
2024-05-30,2.036105675057042
2024-05-31,2.051586182093652
